Gender,Race/Hispanic,Language,Current_Grade,Counselor,Grade_12_Year,City,State,ZIP,HH_Language,Translation_Req,PGP,Credential_Type,2017,2018,2019,2020,2021,2-D_Art_and_Design,Biology_AP_Exam,Calculus_AB,Calculus_BC,Calculus_BC:_AB_Subscore,Chemistry_AP_Exam,Computer_Science_Principles,Computer_Science_A,Chinese_Language_and_Culture,Drawing,English_Language_and_Composition,English_Literature_and_Composition,Environmental_Science,European_History,French_Language_and_Culture,Music_Aural_Subscore,Music_Non-Aural_Subscore,Music_Theory,Physics_1,Physics_C:_Electricity_and_Magnetism,Physics_C:_Mechanics,Spanish_Language_and_Culture,United_States_History,World_History:_Modern,Math_8_Final,Science_8_Final,English_8_Final,Math_9_Final,Science_9_Final,English_9_Final,Math_10_Final,Science_10_Final,English_10_Final,Math_11_Final,Science_11_Final,English_11_Final,Math_12_Final,Science_12_Final,English_12_Final,Math_Average,Science_Average,English_Average,Math_8_Course,Science_8_Course,English_8_Course,Math_9_Course,Science_9_Course,English_9_Course,Math_10_Course,Science_10_Course,English_10_Course,Math_11_Course,Science_11_Course,English_11_Course,Math_12_Course,Science_12_Course,English_12_Course,M_Math6,M_Math7,M_Math8,M_Algebra1,M_Geometry,M_Algebra2,M_Calculus,M_APCalculusAB,M_APCalculusBC,S_Science6,S_Science7,S_Science8,S_EarthScience,S_Biology,S_APBiology,S_Chemistry,S_APChemistry,S_Physics,S_AppliedPhysics,S_APPhysics,E_ELA6,E_ELA7,E_ELA8,E_ELA9,E_ELA10,E_ELA11,E_ELA12,E_APLanguage,E_APLiterature
Male,White/No,English,12,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,88,87,80,84,83,66,82,84,84,88,91,,,,82.5,85.5,86.25,MA0850,SC0840,EN0820,MA0920,SC1010,EN0920,MA1010,SC1110,EN1010,MA1110,SC0055,ENAP11,,,,93,90,85,80,66,84,,,,88,93,88,88,84,,82,,,,,92,87,87,83,84,91,,91,
Male,White/Yes,English,12,GC,2015,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,88,87,90,82,87,77,85,86,90,81,85,75,85,90,83.8,84.2,87,MA0840,SC0840,EN0810,MA1040,SC1040,EN0910,MA1140,SC1110,EN1010,MA1210,SCAP30,EN1110,MAAP10,SC1210,EN1210,96,91,87,87,90,77,90,75,,88,86,88,88,82,,85,,85,,,88,85,87,87,86,85,90,,
Female,White/No,English,12,JD,2020,Carmel,NY,10512,English,No,Attend 4 Year college outside NYS,Regents,,,,4109809U,4109809U,,2,,,,,,,,,3,2,,,,,,,,,,3,,,84,83,84,79,88,91,78,91,87,84,91,94,75,85,97,80,87.6,90.6,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1040,MA1110,SC1110,ENAP11,MA1210,SCAP10,ENAP12,82,87,84,79,78,84,75,,,82,80,83,88,91,85,91,,,,,83,80,84,91,87,94,97,94,97
Female,White/No,English,12,BL,2013,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,88,89,89,91,85,86,85,94,88,77,92,96,93,93,90.8,86.8,90.6,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1040,SC1010,EN1010,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,91,89,95,89,86,88,96,,,85,80,88,91,85,,77,,93,,,89,83,89,85,94,92,93,,
Female,White/No,English,12,GC,2016,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents with Honors,71199894,,,,,,,4,,,2,,,,,,5,,,,,,,,,,,,,83,90,92,89,95,95,83,88,98,89,95,99,85,78,99,85.8,89.2,96.6,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MA1210,SC1210,ENAP11,MAAP10,SCAP20,ENAP12,95,90,83,83,89,83,89,85,,93,92,90,90,95,91,88,78,95,,,93,94,92,95,98,99,99,99,99
Female,White/No,English,12,GC,2015,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,92,87,87,91,88,86,72,91,93,90,96,84,94,100,87.6,87.8,92.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0910,MA1140,SC1140,EN1040,MA1210,SCAP10,ENAP11,MAAP10,SC1210,ENAP12,93,93,88,88,87,86,93,84,,92,88,92,92,91,90,72,,94,,,87,90,87,88,91,96,100,96,100
Male,White/No,English,12,,2012,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,72,50,59,95,96,88,86,91,89,96,92,79,83.6,82.25,78.75,MA0910,,,MA1010,SC0910,EN0910,MA1150,SC1010,EN1010,MA0070,SC0040,EN1110,MA1110,SC0010,EN1210,,,69,69,72,96,,,,,,50,50,96,,,,,92,,87,,,59,88,89,79,,
Female,White/No,English,12,,,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,GC,2010,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,82,88,86,85,74,78,75,80,88,78,94,86,94,84,82,82.8,,1205,1003,347,211,11P,MA1010,SC1010,EN1010,MA1110,SC0030,EN1110,MA1210,SC1210,EN1210,74,78,72,,74,80,94,,,,,72,86,78,,,,86,,,72,74,82,85,75,78,94,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,GC,2017,North Salem,NY,10560,English,No,,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,74,75,65,75,71,100,67,85,83,80,89,68,79,82,76.2,75,80.4,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA0050,SC1010,EN1010,MA1170,SC0055,EN1110,MA1176,SC1210,EN1210,70,55,65,65,71,,,,,72,71,74,75,67,,,,79,,,77,68,75,71,85,89,82,,
Male,White/No,English,12,BL,2012,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,79,76,76,69,70,77,65,75,74,54,57,,,,74.5,66.75,69.5,MA0820,SC0820,EN0820,MA0915,SC0910,EN0910,MA0040,SC1010,EN1010,MA0070,SC0055,EN1110,,,,71,50,71,,77,,,,,71,85,79,69,65,,,,,,,72,73,76,70,75,57,,,
Female,White/No,English,12,BL,2009,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,80,82,70,79,72,74,70,78,71,94,76,69,90,95,75.2,82.6,80.6,1708,1205,1003,391,211,11,347,220,21,MA1010,SC0055,EN1110,MA0070,SC1210,EN1210,81,60,65,,71,,,,,76,72,80,79,70,,,,90,,,85.67,79,82,72,78,76,95,,
Male,White/No,English,12,BL,2007,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,93,90,86,91,88,84,87,91,71,76,85,72,81,82,81.6,85.6,87.2,1708,1205,1003,311,211,10,314,221,20,318,237,35,319P,225P,40P,93,,88,86,84,71,72,,,91,91,93,91,87,,76,,,,,95,,90,88,91,,82,,82
Female,White/No,English,12,GC,2010,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,76,90,83,76,79,75,90,93,81,89,89,95,82.75,87.4,83.5,,1205,,348,210P,11P,MA0045,SC1010,EN1010,MA1160,SC0030,EN1110,MA1210,SC1210,EN1210,77,75,74,,,,89,,,,,86,,79,,,,89,,,78,74,,83,75,81,95,,
Male,White/No,English,7,JG,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,90,,,,,,,,,,,89,,,,,,,,
Male,White/No,English,10,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,BL,2013,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,90,88,75,84,81,80,88,86,78,80,88,0,95,97,63,87.4,88,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,MA1010,SC1010,EN1010,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,74,70,82,75,80,78,0,,,79,83,90,84,88,,80,,95,,,83,79,88,81,86,88,97,,
Male,Multiracial/No,English,12,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,95,90,84,93,93,91,84,89,74,87,85,,,,85,89.75,89.25,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1010,SC1140,EN1040,MA1110,SC0055,ENAP11,,,,91,91,91,84,91,74,,,,94,94,95,95,93,,84,,,,,92,90,90,93,89,85,,85,
Female,White/No,English,12,BL,2015,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,95,96,97,99,96,97,97,95,95,100,94,100,100,95.8,97.4,98.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SC1210,ENAP12,98,98,98,98,96,96,,95,94,96,97,98,98,97,,97,95,100,,,96,96,95,99,97,100,100,100,100
Male,White/No,English,12,GC,2015,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,95,92,99,99,92,98,95,92,90,97,92,99,88,94,95.2,94.8,92.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP20,SCAP40,ENAP11,MA0070,SCAP20,ENAP12,95,93,90,90,99,98,,,90,96,94,95,95,99,,95,88,,,97,90,87,92,92,92,92,94,92,94
Male,White/No,English,12,GC,2010,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,79,77,72,80,68,73,72,65,58,38,65,100,66,83,75.4,67,71.6,1309,1205,1003,324P,211,11P,MA1010,SC1010,EN1010,MA1110,SC0055,EN1110,MA1110,SC1210,EN1210,70,77,74,72,73,100,,,,81,82,79,80,72,,,,66,,,73,71,77,68,65,65,83,,
Female,White/No,English,11,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,97,93,91,93,93,90,94,91,,,,,,,90.66666667,94.66666667,92.33333333,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,,,,,,,98,98,91,91,91,90,,,,95,97,97,97,93,,94,,,,,92,92,93,93,91,,,,
Female,White/No,English,12,GC,2011,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,96,93,97,96,95,96,96,90,100,92,96,97,94,99,96.6,94.8,94.6,1306P,1204P,1003P,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SCAP40,ENAP12,95,95,93,,97,96,,100,97,90,96,,,96,,96,92,,,94,93,93,93,95,90,96,99,96,99
Male,White/No,English,12,BL,2007,LaGrangeville,NY,12540,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,83,83,77,78,89,82,85,75,65,80,72,82,87,80,77.4,82.6,1309,1205,1003,311,211,11,314,220,21,318,231,31,319P,240,41,,77,81,83,89,75,72,,,,76,81,77,82,,65,,82,,,,77,83,78,85,80,87,,
Female,White/No,English,12,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,95,91,92,95,96,94,94,97,94,94,99,,,,92,94.5,95.75,MA0810,SC0840,EN0810,MA0910,SC1040,EN0910,MA1040,SC1140,EN1010,MA1140,SCAP10,ENAP11,,,,88,87,88,92,94,94,,,,91,91,95,95,95,94,94,,,,,88,91,91,96,97,99,,99,
Male,White/No,English,12,GC,2007,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,94,93,93,93,94,92,93,94,93,95,94,88,,97,92,93.75,94.4,1708,1204,1003,316,221,10,337,237,20,321,240,35,328,,40P,97,96,92,,93,92,,93,88,95,96,94,94,93,,93,,95,,,97,94,93,94,94,,97,,97
Female,White/No,English,12,GC,2011,Purdys,NY,10578,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,84,78,81,83,83,75,78,87,87,94,95,82.5,84.75,85.75,,,,MA0915,SC0910,EN0920,MA1010,SC1010,EN1020,MA1110,SC1110,EN1110,MA1210,SC1210,EN1210,74,75,84,,81,75,87,,,,,83,84,83,,78,,94,,,76,80,82,78,83,87,95,,
Female,White/No,English,12,BL,2016,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents with Honors,70814765,,,,,,3,,5,5,,,,,,,4,,,4,,,,,,,,,,94,96,97,99,96,98,95,93,99,90,100,98,92,94,100,94,95.8,98.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SCAP10,ENAP12,97,95,94,94,99,95,,90,92,94,96,96,96,96,94,93,,100,,,96,96,97,98,99,98,100,98,100
Female,White/No,English,12,GC,2008,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,88,90,89,89,89,91,82,94,92,95,89,85,,95,90.2,88.5,91.4,1708,1204,1003,310,221,11,341,237,21,319P,240,31,MAAP10,,EN1210,91,91,86,89,91,,92,85,,91,94,88,88,89,,82,,95,,,86,84,90,89,94,89,95,,
Female,White/No,English,12,BL,2015,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,96,92,99,93,92,96,93,97,95,91,98,94,100,100,94.8,94.6,95.8,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SC1210,ENAP12,98,96,90,90,99,96,,95,94,93,89,96,96,93,,93,91,100,,,93,91,92,92,97,98,100,98,100
Female,White/No,English,12,BL,2018,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,80,85,94,81,74,93,84,84,87,,80,81,81,92,88.4,81.5,83,MA0830,SC0820,EN0736,MA0930,LS0920,EN0930,MA1150,SC1020,EN1020,MA1175,,EN1120,MA1178,SC0055,EN1220,79,,,,,,,,,74,84,80,,84,,,,,98,,,,,,84,80,92,,
Male,White/No,English,11,BL,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,79,85,68,77,75,75,73,78,,,,,,,74.33333333,76.33333333,79.33333333,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,MA1010,SC1010,EN1010,,,,,,,74,70,80,68,75,,,,,71,78,79,77,73,,,,,,,75,73,85,75,78,,,,
Male,White/No,English,12,JD,2018,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,88,90,92,88,87,92,90,92,85,92,87,82,,96,90.2,89.5,90.4,MA0850,SC0820,EN0820,MA0930,SC0920,EN0920,MA1150,SC1010,EN1020,MA0040,SC0055,EN1110,MA1170,,EN1210,,,77,,85,,,,,79,80,88,88,90,,,,,,,80,,90,87,92,87,96,,
Female,White/No,English,12,BL,2012,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,79,84,76,76,82,90,80,90,82,67,91,56,63,93,76,73,88,MA0820,SC0810,EN0810,MA0920,SC0910,EN0910,MA0040,SC1010,EN1010,MA1010,SC1110,ENAP11,MA1110,SC1210,ENAP12,76,74,76,76,82,56,,,,,88,79,76,80,,67,,63,,,75,78,84,82,90,91,93,91,93
Female,White/Yes,English,12,BL,2018,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents,,39623234,75540701,,,,2,,,,,,,,,2,3,,,,,,,,,,,,,87,91,88,85,90,84,86,75,90,76,80,92,84,94,98,83.6,86,90.4,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1010,SC1140,EN1040,MA1140,SCAP10,ENAP11,MA1210,SC1210,ENAP12,84,86,87,85,86,76,84,,,87,85,91,91,90,80,75,,94,,,85,86,88,84,90,92,98,92,98
Female,White/No,English,12,BL,2008,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,77,87,80,83,85,69,84,85,67,86,84,93,93,86,76.2,84.6,85.4,1309,1205,1003,311,211,11,314,220,21,318,232,31,MA1210,SC0010,EN1210,75,76,72,80,69,67,93,,,84,88,77,83,84,,86,,,93,,81,77,87,85,85,84,86,,
Male,White/No,English,12,BL,2015,Carmel,NY,10512,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,83,83,80,91,89,92,90,88,89,89,97,78,90,98,83.2,88.6,91,MA0820,SC0810,EN0820,MA0920,SC0920,EN0920,MA0045,SC1020,EN1020,MA1120,SC1110,EN1110,MA1210,SC1210,EN1210,73,81,77,80,,89,78,,,78,84,83,91,90,,89,,90,,,79,79,83,89,88,97,98,,
Male,White/No,English,12,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,76,,,,,,,,81,86,,,,,,,,,,83,81,,,,,,,
Male,Black/African American/No,English,12,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,10,GC,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,87,86,83,82,79,,,,,,,,,,83,84.5,82.5,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,,,,,,,,,,83,75,83,83,,,,,,76,78,87,82,,,,,,,,78,79,86,79,,,,,
Male,White/No,English,12,GC,2015,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,94,94,90,94,94,85,84,96,90,86,99,88,98,98,88.6,91.2,96.2,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MAAP10,SCAP20,ENAP11,MAAP20,SC1210,ENAP12,95,92,90,90,90,85,,90,88,92,91,94,94,94,,84,86,98,,,93,93,94,94,96,99,98,99,98
Female,White/No,English,12,BL,2011,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Local Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,88,88,68,79,86,82,,,87,83.5,81.33333333,79,,,,,SC0920,,MA0932,SC1030,EN0030,MA0934,SC1030,EN1130,,,EN0015,,79,84,,,,,,,,,80,70,,,,,,,,,74,75,,,,,,
Female,White/No,English,12,BL,2012,Brewster,NY,10509,English,No,Attend 4 Year college in NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,87,86,83,89,91,74,74,86,73,96,95,83,,97,79.8,86.5,91,MA0810,SC0840,EN0810,MA0910,SC1040,EN0910,MA1010,SC1140,EN1010,MA1110,SC1210,EN1110,MA1210,,ENAP12,,80,86,83,74,73,83,,,,87,87,87,89,,74,,96,,,,85,86,91,86,95,97,,97
Male,White/No,English,12,,,Somers,NY,10589,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,4,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,6,JG,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,12,,,North Salem,NY,10560,English,No,,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,72,80,,,,,,,,,,,,,82,72,80,MA0820,SC0820,EN0820,,,,,,,,,,,,,73,65,82,,,,,,,72,76,72,,,,,,,,,80,69,80,,,,,,
Male,White/No,English,12,BL,2010,North Salem,NY,10560,English,No,Attend 2 Year college in NYS,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,95,84,80,92,65,83,82,71,76,68,73,78,95,78,80,86.4,74.2,1309,1205,1003,324P,211,11P,MA1040,SC1040,EN1010,MA1140,SC1110,EN1110,MA1210,SC1210,EN1210,81,91,83,80,83,76,78,,,88,84,95,92,82,,68,,95,,,70,71,84,65,71,73,78,,
Male,White/No,English,12,BL,2010,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,97,93,95,92,91,93,93,89,93,96,92,92,86,95,93.8,92.8,92,1306,1204,1003,345,221,10P,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP30,SCAP40,ENAP12,98,98,96,,95,93,,93,,99,97,97,97,92,,93,,96,,86,92,94,93,91,89,92,95,92,95
Female,White/No,English,12,BL,2015,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,97,94,90,95,95,84,88,97,90,97,95,,,98,88.25,94.25,95.8,MA0840,SC0840,EN0810,MA1010,SC1040,EN0940,MA1110,SC1140,EN1040,MA1210,SC1210,ENAP11,,,ENAP12,94,92,89,89,90,84,90,,,93,94,97,97,95,,88,,97,,,93,93,94,95,97,95,98,95,98
Female,White/No,English,12,BL,2007,Brewster,NY,10509,English,No,Attend 4 Year college outside NYS,Regents Diploma with Adv Des & Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,92,95,93,97,95,97,99,100,95,88,99,93,97,97,93.6,94.6,97.2,1306,1204,1003,316,221,10,337,237,57,321,233,35,328,225P,40P,93,91,90,,93,97,,95,93,93,95,92,92,97,,99,88,,,,96,92,95,95,97,,97,,97
Female,Asian/No,English,12,BL,2013,Somers,NY,10589,English,No,Attend 4 Year college in NYS,Regents with Honors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,95,84,90,92,88,93,87,95,95,96,94,94,94,96,92.2,92.8,91.4,MA0840,SC0840,EN0810,MA1040,SC1040,EN0910,MA1140,SC1140,EN1040,MAAP10,SC1210,ENAP11,MAAP20,SCAP40,ENAP12,95,91,89,89,90,93,,95,94,88,87,95,95,92,87,87,,96,,94,89,85,84,88,95,94,96,94,96
Male,White/No,English,12,BL,2019,North Salem,NY,10560,English,No,Attend 4 Year college outside NYS,Regents,,,75540906,1155V114,,,2,,,,,,,,,2,3,,,,,,,,,,,,,90,95,89,88,92,91,77,91,86,81,75,88,80,90,98,83.2,88.6,90.4,MA0810,SC0810,EN0810,MA0910,SC1010,EN0940,MA1010,SC1110,EN1040,MA1110,SCAP10,ENAP11,MA1210,SC1210,ENAP12,91,90,90,88,77,81,80,,,89,85,95,,92,75,91,,90,,,86,86,89,91,86,88,98,88,98
Male,Asian/No,English,12,GC,2009,North Salem,NY,10560,English,No,,Regents Diploma with Adv Designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,82,76,70,83,84,75,77,77,74,66,80,66,,85,72.2,77,80.4,1309,1205,1003,324,211,11,349,220,21,MA1110,SC1110,EN1110,MA1210,,EN1210,,,76,70,75,74,66,,,,,82,83,77,,66,,,,,,,76,84,77,80,85,,
Male,White/Yes,English,12,JD,2018,Croton Falls,NY,10519,Spanish,Yes,Attend 4 Year college in NYS,Regents,,,75540787,,,4,,,,,,,,,,,4,,,,,,,,,,,,3,73,84,90,76,77,74,70,81,85,80,95,92,85,,90,76.8,84.25,86.2,MA0840,SC0840,EN0810,MA1010,SC1010,EN0940,MA1110,SC1110,EN1010,MA1210,SC1210,EN1110,MA0095,,ENAP12,84,85,73,73,76,70,80,,,87,88,84,84,77,,81,,95,,,87,89,90,74,85,92,90,,90
Male,White/No,English,12,BL,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,97,95,89,96,97,94,92,95,95,93,91,,,,92.75,94.5,94.5,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,MA1210,SCAP10,ENAP11,,,,96,95,93,93,89,94,95,,,95,97,97,97,96,93,92,,,,,95,93,95,97,95,91,,91,
Female,White/No,English,12,BL,2008,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,82,89,92,77,86,89,89,94,84,42,,88,75,89.66666667,88.25,1306,,,1512,221,10,337,237,20,319P,240,35P,MAAP10,,ENAP12,,,85,,82,77,89,42,,,,,,89,,86,,94,,,,,,92,89,84,88,84,88
Female,White/No,English,11,BL,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,98,96,94,98,95,92,96,90,,,,,,,92.66666667,97.33333333,93.66666667,MA0840,SC0840,EN0810,MA1040,SC1040,EN0940,MA1140,SC1140,EN1040,,,,,,,97,96,92,92,94,92,,,,98,98,98,98,98,,96,,,,,97,94,96,95,90,,,,
Female,White/No,English,12,BL,2020,North Salem,NY,10560,English,No,Attend 4 Year college in NYS,Regents,,,75540175,WUV16X99,WUV16X99,,,,,,,,,,,4,2,3,3,,,,,1,,,3,,,83,94,93,88,86,93,86,85,90,94,87,100,90,97,100,88.2,89.8,95.2,MA0810,SC0840,EN0810,MA0910,SC1040,EN0940,MA1040,SC1140,EN1040,MA1110,SCAP30,ENAP11,MA1210,SCAP40,ENAP12,91,90,83,88,86,94,90,,,89,97,94,94,86,,85,,,,97,90,92,93,93,90,100,100,100,100
